,CensusTract,County_x,Borough,TotalPop,Men,Women,Hispanic,White,Black,Native,Asian,Citizen,Income,IncomeErr,IncomePerCap,IncomePerCapErr,Poverty,ChildPoverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,Employed,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment,Latitude,Longitude,County_y,State,Zipcode
8622,36081044800,Queens,Queens,2677,1252,1425,16.0,4.6,10.2,0.0,56.3,1205,51184.0,9732.0,19614.0,4257.0,21.8,37.7,34.9,25.6,20.9,6.7,11.9,27.0,4.5,59.3,8.7,0.5,0.0,46.3,1184,82.0,12.2,5.8,0.0,10.8,40.7106532663,-73.7987939698,Queens,NY,11432
8623,36081045000,Queens,Queens,1902,972,930,25.6,18.7,1.8,0.0,47.9,1177,62383.0,12319.0,26866.0,4956.0,9.1,9.2,35.2,25.9,23.7,4.6,10.6,29.7,2.7,49.3,10.8,4.8,2.7,43.3,898,77.6,7.8,14.6,0.0,7.2,40.7129145729,-73.8051256281,Queens,NY,11435
8632,36081045500,Queens,Queens,13003,6219,6784,20.1,15.5,59.1,0.0,4.4,6936,46275.0,4303.0,20065.0,2255.0,17.6,19.2,23.7,35.8,23.4,2.8,14.4,16.1,4.8,65.2,9.5,2.4,1.9,43.3,6400,81.3,13.7,5.0,0.0,7.4,40.735527638200004,-73.8621105528,Queens,NY,11373
8645,36081046000,Queens,Queens,5817,2783,3034,29.9,0.6,16.5,0.8,46.2,2376,28113.0,5209.0,14468.0,1931.0,31.3,37.3,17.8,30.5,28.4,5.1,18.2,16.9,6.2,61.7,10.3,2.4,2.6,47.1,2588,74.6,11.2,13.7,0.4,7.9,40.7106532663,-73.7924623116,Queens,NY,11432
8667,36081046800,Queens,Queens,3171,1616,1555,18.2,6.0,8.9,0.0,52.7,1771,42089.0,8676.0,19184.0,1825.0,13.1,14.7,26.2,34.1,24.5,2.6,12.6,15.2,5.6,70.1,4.4,1.3,3.4,48.1,1550,83.0,12.3,4.7,0.0,13.0,40.7106532663,-73.779798995,Queens,NY,11423
8666,36081046800,Queens,Queens,3171,1616,1555,18.2,6.0,8.9,0.0,52.7,1771,42089.0,8676.0,19184.0,1825.0,13.1,14.7,26.2,34.1,24.5,2.6,12.6,15.2,5.6,70.1,4.4,1.3,3.4,48.1,1550,83.0,12.3,4.7,0.0,13.0,40.7106532663,-73.78296482409999,Queens,NY,11432
8665,36081046800,Queens,Queens,3171,1616,1555,18.2,6.0,8.9,0.0,52.7,1771,42089.0,8676.0,19184.0,1825.0,13.1,14.7,26.2,34.1,24.5,2.6,12.6,15.2,5.6,70.1,4.4,1.3,3.4,48.1,1550,83.0,12.3,4.7,0.0,13.0,40.708391959800004,-73.78296482409999,Queens,NY,11433
8669,36081046900,Queens,Queens,8205,4315,3890,50.9,4.8,1.9,0.0,35.9,3642,45048.0,5197.0,21087.0,4238.0,29.1,36.1,18.0,38.6,28.1,5.3,9.9,13.6,2.4,72.7,7.4,4.0,0.0,41.4,3602,89.6,6.0,4.4,0.0,7.0,40.7468341709,-73.8747738693,Queens,NY,11372
8668,36081046900,Queens,Queens,8205,4315,3890,50.9,4.8,1.9,0.0,35.9,3642,45048.0,5197.0,21087.0,4238.0,29.1,36.1,18.0,38.6,28.1,5.3,9.9,13.6,2.4,72.7,7.4,4.0,0.0,41.4,3602,89.6,6.0,4.4,0.0,7.0,40.7445728643,-73.8779396985,Queens,NY,11373
8725,36081048300,Queens,Queens,4212,2004,2208,46.8,10.8,0.7,0.0,39.7,1954,43019.0,7199.0,19690.0,3297.0,20.1,28.5,21.5,43.6,18.0,3.1,13.7,14.7,3.9,72.4,3.8,3.6,1.5,39.6,1996,89.6,4.3,5.6,0.5,5.8,40.7423115578,-73.8969346734,Queens,NY,11377
8749,36081049301,Queens,Queens,1933,939,994,25.5,43.5,1.1,0.0,29.4,1129,60426.0,9710.0,28859.0,3069.0,7.0,2.1,29.1,27.8,26.5,7.7,8.9,31.0,9.0,50.9,5.9,1.4,1.8,38.1,971,82.7,13.2,4.1,0.0,7.4,40.7332663317,-73.8937688442,Queens,NY,11373
8779,36081050000,Queens,Queens,4444,2241,2203,16.9,4.2,64.9,0.2,7.9,2683,40044.0,10930.0,18926.0,3189.0,24.2,32.2,20.2,38.8,14.4,11.7,15.0,33.7,4.5,49.1,4.4,4.3,3.9,46.3,1883,72.5,22.9,4.5,0.0,17.1,40.7129145729,-73.7544723618,Queens,NY,11429
8788,36081050500,Queens,Queens,1456,721,735,21.6,44.4,2.3,0.0,30.6,927,62625.0,14975.0,31219.0,5304.0,12.9,30.7,48.5,11.0,20.2,10.8,9.5,25.8,7.9,59.4,5.8,0.0,1.1,43.1,734,78.1,15.8,6.1,0.0,10.5,40.7287437186,-73.8747738693,Queens,NY,11379
8800,36081051000,Queens,Queens,2096,1017,1079,5.9,0.6,75.1,0.0,12.6,1375,115069.0,44072.0,26155.0,3921.0,4.5,4.3,27.0,33.9,21.0,8.2,10.0,45.1,3.5,48.2,2.1,0.0,1.2,56.6,992,83.7,13.1,3.2,0.0,16.1,40.7061306533,-73.7513065327,Queens,NY,11412
8801,36081051000,Queens,Queens,2096,1017,1079,5.9,0.6,75.1,0.0,12.6,1375,115069.0,44072.0,26155.0,3921.0,4.5,4.3,27.0,33.9,21.0,8.2,10.0,45.1,3.5,48.2,2.1,0.0,1.2,56.6,992,83.7,13.1,3.2,0.0,16.1,40.7106532663,-73.7544723618,Queens,NY,11429
8818,36081051600,Queens,Queens,1866,942,924,14.6,1.3,83.2,0.5,0.0,1417,54620.0,14398.0,23741.0,3576.0,9.3,15.1,29.0,35.7,21.8,3.4,10.2,40.4,13.6,43.3,2.6,0.0,0.0,47.8,891,74.5,24.0,1.5,0.0,22.7,40.7016080402,-73.7481407035,Queens,NY,11412
8819,36081051600,Queens,Queens,1866,942,924,14.6,1.3,83.2,0.5,0.0,1417,54620.0,14398.0,23741.0,3576.0,9.3,15.1,29.0,35.7,21.8,3.4,10.2,40.4,13.6,43.3,2.6,0.0,0.0,47.8,891,74.5,24.0,1.5,0.0,22.7,40.7038693467,-73.7481407035,Queens,NY,11429
8854,36081053200,Queens,Queens,1699,747,952,4.6,1.8,85.6,0.0,1.3,1202,86950.0,7047.0,30011.0,3202.0,4.9,8.4,34.5,25.7,20.5,5.8,13.4,60.8,2.9,33.1,2.5,0.0,0.7,49.7,863,65.5,33.8,0.7,0.0,17.2,40.6970854271,-73.7481407035,Queens,NY,11411
8903,36081054500,Queens,Queens,3813,1948,1865,61.8,28.7,0.2,0.0,8.8,1652,52214.0,10069.0,21582.0,3148.0,19.9,32.4,22.1,35.2,16.2,14.9,11.7,14.7,1.3,71.0,11.5,1.1,0.4,36.2,1973,86.2,7.5,6.4,0.0,6.0,40.7061306533,-73.9127638191,Queens,NY,11237
8904,36081054700,Queens,Queens,5382,2668,2714,73.4,13.4,2.0,0.0,11.1,2139,53465.0,9985.0,21119.0,3129.0,26.4,41.7,19.8,26.0,17.4,17.0,19.8,13.3,4.2,68.5,5.0,2.9,6.1,44.4,2683,83.5,8.9,7.6,0.0,4.1,40.7038693467,-73.90959798989999,Queens,NY,11237
8929,36081055600,Queens,Queens,2453,1189,1264,21.4,7.7,9.7,0.0,45.2,1754,71985.0,5313.0,25540.0,4014.0,5.5,10.4,28.2,33.2,20.7,7.0,10.9,50.9,7.8,35.5,4.8,0.0,1.0,37.5,1135,83.1,13.8,2.6,0.4,13.9,40.7264824121,-73.7449748744,Queens,NY,11427
8928,36081055600,Queens,Queens,2453,1189,1264,21.4,7.7,9.7,0.0,45.2,1754,71985.0,5313.0,25540.0,4014.0,5.5,10.4,28.2,33.2,20.7,7.0,10.9,50.9,7.8,35.5,4.8,0.0,1.0,37.5,1135,83.1,13.8,2.6,0.4,13.9,40.7242211055,-73.7449748744,Queens,NY,11428
8947,36081056100,Queens,Queens,120,58,62,12.5,23.3,37.5,0.0,17.5,68,112188.0,36620.0,40424.0,23212.0,0.0,0.0,56.3,10.9,10.9,21.9,0.0,53.3,0.0,40.0,6.7,0.0,0.0,35.3,64,71.9,21.9,6.3,0.0,0.0,40.688040201,-73.9001005025,Queens,NY,11233
8994,36081056600,Queens,Queens,1703,834,869,31.5,6.2,21.3,0.0,24.1,1127,71087.0,19411.0,19993.0,3103.0,8.2,8.0,26.8,29.6,17.7,12.9,13.0,46.0,2.8,49.4,0.0,1.1,0.7,49.8,761,81.6,9.2,9.2,0.0,12.5,40.7196984925,-73.7386432161,Queens,NY,11428
9014,36081057900,Queens,Queens,1610,804,806,32.9,62.7,0.4,0.8,2.8,1076,53542.0,14415.0,26118.0,2971.0,9.8,13.2,20.8,26.8,29.7,11.0,11.6,22.6,6.5,64.4,4.7,0.0,1.7,40.2,816,92.2,7.1,0.7,0.0,4.9,40.7038693467,-73.8906030151,Queens,NY,11385
9035,36081058300,Queens,Queens,3327,1602,1725,39.6,48.5,5.1,0.6,4.7,2112,54688.0,19936.0,29826.0,5065.0,9.3,3.6,27.8,23.9,21.6,16.3,10.4,15.4,1.1,66.8,6.2,2.8,7.5,38.9,1707,83.5,5.7,10.7,0.0,3.7,40.7016080402,-73.9001005025,Queens,NY,11237
9036,36081058300,Queens,Queens,3327,1602,1725,39.6,48.5,5.1,0.6,4.7,2112,54688.0,19936.0,29826.0,5065.0,9.3,3.6,27.8,23.9,21.6,16.3,10.4,15.4,1.1,66.8,6.2,2.8,7.5,38.9,1707,83.5,5.7,10.7,0.0,3.7,40.7016080402,-73.8969346734,Queens,NY,11385
9037,36081058500,Queens,Queens,4476,2117,2359,48.7,40.0,0.2,0.0,10.3,2646,52917.0,9121.0,20483.0,2925.0,14.9,18.2,24.1,28.0,21.2,14.4,12.3,19.9,1.5,63.6,11.0,2.1,1.8,38.0,1866,88.5,9.3,2.0,0.3,7.0,40.7038693467,-73.9001005025,Queens,NY,11237
9057,36081059300,Queens,Queens,4192,1972,2220,26.2,65.6,2.9,0.0,4.8,2491,52641.0,4079.0,24903.0,2871.0,12.0,17.0,33.0,26.2,16.9,14.6,9.4,24.9,7.2,60.9,3.7,1.4,1.8,40.7,1927,77.0,16.7,6.3,0.0,9.7,40.7106532663,-73.9001005025,Queens,NY,11379
9079,36081060100,Queens,Queens,1955,1041,914,42.9,53.3,0.3,0.0,1.8,1361,67330.0,10488.0,33204.0,6066.0,13.3,22.5,22.6,24.3,20.9,15.6,16.6,48.7,17.0,30.2,2.8,0.5,0.7,35.0,962,86.4,12.2,1.5,0.0,13.7,40.7151758794,-73.9032663317,Queens,NY,11378
9080,36081060100,Queens,Queens,1955,1041,914,42.9,53.3,0.3,0.0,1.8,1361,67330.0,10488.0,33204.0,6066.0,13.3,22.5,22.6,24.3,20.9,15.6,16.6,48.7,17.0,30.2,2.8,0.5,0.7,35.0,962,86.4,12.2,1.5,0.0,13.7,40.7151758794,-73.9001005025,Queens,NY,11379
9081,36081060300,Queens,Queens,2006,1123,883,34.7,60.5,0.7,0.0,1.7,1346,75313.0,18775.0,31792.0,4198.0,6.3,7.4,40.4,22.2,20.6,9.3,7.6,32.2,6.5,55.0,3.3,1.5,1.5,41.6,1002,72.7,25.0,2.3,0.0,7.6,40.7129145729,-73.9032663317,Queens,NY,11378
9144,36081061800,Queens,Queens,1876,931,945,1.1,4.0,90.4,0.0,0.5,1332,60938.0,21240.0,28526.0,3093.0,3.6,0.0,27.7,26.4,29.6,3.5,12.7,52.6,9.0,37.2,0.7,0.0,0.4,49.0,965,72.5,24.9,2.6,0.0,5.0,40.6789949749,-73.7386432161,Queens,NY,11411
9147,36081061900,Queens,Queens,2738,1357,1381,30.6,66.9,0.0,0.0,2.5,1987,69004.0,13333.0,28864.0,3655.0,13.2,23.1,38.5,17.1,27.2,10.9,6.2,35.6,11.1,42.6,7.4,0.6,2.6,40.7,1279,76.2,21.8,2.0,0.0,13.2,40.7106532663,-73.8779396985,Queens,NY,11379
9151,36081062100,Queens,Queens,2589,1025,1564,30.6,66.4,0.9,0.0,2.0,1795,56154.0,7698.0,27199.0,3448.0,18.5,29.0,20.7,19.4,36.3,9.6,14.1,42.9,7.6,36.7,7.0,4.2,1.6,35.2,1161,75.8,22.8,1.4,0.0,11.3,40.708391959800004,-73.8716080402,Queens,NY,11385
9192,36081063000,Queens,Queens,1865,887,978,8.6,0.8,88.6,0.0,0.0,1370,80417.0,49742.0,34730.0,4851.0,3.3,4.9,35.5,23.1,23.1,10.2,8.0,45.0,3.9,48.5,0.0,2.7,0.0,54.5,1008,62.5,32.9,4.6,0.0,6.7,40.681256281399996,-73.7418090452,Queens,NY,11411
9206,36081063700,Queens,Queens,3199,1560,1639,27.9,66.0,0.0,0.0,5.3,2486,84738.0,17990.0,35281.0,3473.0,5.9,2.2,34.7,16.4,31.4,6.6,11.0,45.3,7.9,44.2,2.0,0.0,0.6,36.6,1566,71.8,22.3,5.8,0.0,11.3,40.708391959800004,-73.8684422111,Queens,NY,11385
9226,36081063900,Queens,Queens,2551,1126,1425,22.4,59.1,2.2,0.0,11.3,1908,68472.0,12546.0,30487.0,3842.0,7.7,0.0,37.2,21.8,30.0,7.3,3.7,38.1,9.8,46.3,5.9,0.0,0.0,40.3,1282,80.1,15.9,4.0,0.0,11.3,40.7061306533,-73.85577889449999,Queens,NY,11374
9227,36081064101,Queens,Queens,2038,898,1140,18.7,68.5,1.1,0.0,10.1,1531,55329.0,6150.0,32958.0,4741.0,11.8,20.1,27.3,24.9,26.0,10.6,11.2,38.8,6.2,51.0,1.5,0.8,1.8,50.3,1065,79.6,14.6,5.8,0.0,6.6,40.6993467337,-73.85261306529999,Queens,NY,11416
9326,36081066000,Queens,Queens,3674,1610,2064,11.7,5.4,81.8,0.0,0.5,2404,93906.0,8171.0,27110.0,3436.0,5.4,7.0,26.1,35.3,23.7,3.2,11.6,46.8,9.5,39.7,3.5,0.0,0.5,49.6,1879,72.2,22.6,5.2,0.0,6.5,40.6609045226,-73.7354773869,Queens,NY,11413
9398,36081067700,Queens,Queens,1826,870,956,5.6,78.8,1.1,0.0,14.5,1448,87802.0,15284.0,42754.0,5380.0,2.6,0.0,49.0,11.5,23.5,8.5,7.5,50.6,4.7,37.9,2.9,1.4,2.4,38.0,964,74.6,20.6,4.8,0.0,4.6,40.7196984925,-73.8684422111,Queens,NY,11374
9397,36081067700,Queens,Queens,1826,870,956,5.6,78.8,1.1,0.0,14.5,1448,87802.0,15284.0,42754.0,5380.0,2.6,0.0,49.0,11.5,23.5,8.5,7.5,50.6,4.7,37.9,2.9,1.4,2.4,38.0,964,74.6,20.6,4.8,0.0,4.6,40.7196984925,-73.8716080402,Queens,NY,11379
9399,36081067900,Queens,Queens,3772,1779,1993,33.6,57.1,2.3,0.0,4.3,2588,44861.0,13544.0,28120.0,3092.0,13.2,19.8,29.2,25.9,21.5,9.8,13.7,36.5,2.0,48.8,9.7,0.5,2.6,40.5,1713,80.4,16.3,3.3,0.0,7.0,40.721959799000004,-73.8684422111,Queens,NY,11374
9423,36081068700,Queens,Queens,4703,2119,2584,19.3,27.0,2.4,0.0,47.8,2846,57452.0,11104.0,29022.0,3396.0,13.9,15.9,44.6,18.7,23.9,2.3,10.6,24.5,2.4,64.3,7.4,0.5,0.8,45.8,2289,77.2,18.7,4.1,0.0,2.4,40.7310050251,-73.8652763819,Queens,NY,11374
9433,36081069400,Queens,Queens,3687,1668,2019,9.8,3.6,83.1,0.0,1.8,2252,80598.0,9359.0,27053.0,3818.0,16.4,27.3,37.3,26.8,18.1,6.4,11.4,51.1,10.8,37.6,0.0,0.0,0.5,50.3,1819,75.7,21.6,2.7,0.0,8.3,40.6563819095,-73.7544723618,Queens,NY,11422
9459,36081070900,Queens,Queens,2555,1163,1392,8.5,49.5,0.8,0.0,40.2,1658,97039.0,17983.0,42788.0,4294.0,5.4,2.1,57.6,9.4,22.6,1.2,9.2,26.6,5.2,63.6,1.6,0.5,2.6,46.3,1366,75.0,18.9,6.1,0.0,5.6,40.7196984925,-73.85577889449999,Queens,NY,11374
9468,36081071304,Queens,Queens,6191,2864,3327,11.5,57.4,5.3,0.4,22.0,4353,52914.0,5027.0,32012.0,3942.0,21.8,20.7,50.5,24.1,20.9,0.4,4.2,32.2,4.1,55.1,8.0,0.0,0.6,41.9,2961,82.1,12.1,5.8,0.0,9.4,40.7287437186,-73.85577889449999,Queens,NY,11374
9765,36081071702,Queens,Queens,3865,1915,1950,19.4,38.4,1.6,0.8,34.5,2563,40000.0,8540.0,29335.0,3861.0,15.2,22.7,45.1,23.3,23.1,4.1,4.4,18.5,2.2,65.7,11.6,2.0,0.0,46.8,1883,86.6,10.7,2.3,0.4,5.3,40.7332663317,-73.8652763819,Queens,NY,11373
9769,36081071900,Queens,Queens,2587,1370,1217,16.1,59.9,4.7,0.0,18.9,1975,51658.0,5963.0,27738.0,4420.0,15.5,11.8,35.6,23.5,26.1,3.4,11.4,21.1,7.9,58.6,10.0,1.8,0.7,43.9,1255,75.9,13.2,10.9,0.0,3.4,40.735527638200004,-73.85577889449999,Queens,NY,11368
9768,36081071900,Queens,Queens,2587,1370,1217,16.1,59.9,4.7,0.0,18.9,1975,51658.0,5963.0,27738.0,4420.0,15.5,11.8,35.6,23.5,26.1,3.4,11.4,21.1,7.9,58.6,10.0,1.8,0.7,43.9,1255,75.9,13.2,10.9,0.0,3.4,40.7332663317,-73.85577889449999,Queens,NY,11374
9770,36081072100,Queens,Queens,4751,2307,2444,21.6,55.3,0.9,0.0,17.7,3435,47460.0,12655.0,33693.0,7741.0,14.4,15.9,38.2,27.7,17.3,2.1,14.7,23.0,3.4,55.9,12.3,0.6,4.8,41.3,2246,74.3,17.7,8.0,0.0,13.6,40.7310050251,-73.85577889449999,Queens,NY,11374
9785,36081073100,Queens,Queens,1501,640,861,7.1,66.8,1.2,0.0,23.9,1033,110500.0,28338.0,44025.0,5535.0,6.9,0.0,62.5,12.0,17.0,4.1,4.5,42.6,2.5,40.1,6.9,2.0,5.9,39.6,666,74.5,19.5,6.0,0.0,9.4,40.7106532663,-73.8431155779,Queens,NY,11415
9811,36081075701,Queens,Queens,5053,2136,2917,13.6,56.1,0.7,0.0,27.7,3714,69375.0,27912.0,48384.0,4885.0,5.7,2.5,60.3,4.7,25.2,4.7,5.2,12.7,6.0,73.1,5.7,0.0,2.4,40.8,2748,83.8,14.6,1.5,0.0,4.7,40.7196984925,-73.8367839196,Queens,NY,11375
9819,36081076901,Queens,Queens,4172,1741,2431,9.3,54.6,4.9,0.0,31.2,2999,76538.0,11878.0,55154.0,12407.0,3.4,0.0,59.6,5.4,27.4,1.4,6.2,13.9,1.9,75.0,7.3,0.9,0.9,44.1,2437,81.4,14.2,4.3,0.0,3.9,40.7174371859,-73.8399497487,Queens,NY,11375
9821,36081076902,Queens,Queens,1486,757,729,9.7,50.0,1.7,0.0,30.8,879,85452.0,7555.0,49343.0,11102.0,6.5,13.1,63.0,14.6,17.6,1.6,3.2,13.1,1.5,82.0,1.4,0.0,2.1,46.6,814,80.0,13.6,6.4,0.0,4.5,40.7151758794,-73.8336180905,Queens,NY,11415
9844,36081077904,Queens,Queens,6812,3368,3444,8.3,56.8,2.7,0.4,28.1,4453,59905.0,12940.0,24608.0,4033.0,15.2,17.9,50.3,19.5,20.3,1.5,8.4,32.1,13.0,49.2,4.7,0.0,1.0,42.4,2878,77.6,13.1,9.3,0.0,5.4,40.7196984925,-73.8114572864,Queens,NY,11432
9884,36081079701,Queens,Queens,7057,3077,3980,9.3,5.6,2.8,0.0,80.0,4015,48201.0,20688.0,26119.0,4027.0,17.6,13.0,41.0,16.1,25.3,3.1,14.6,17.9,3.4,66.9,9.6,0.0,2.2,47.5,2901,83.9,14.5,1.5,0.0,3.2,40.753618090500005,-73.824120603,Queens,NY,11355
9898,36081080302,Queens,Queens,3538,1607,1931,13.8,28.2,4.1,0.0,53.5,2107,62813.0,15287.0,26458.0,3544.0,4.3,5.4,47.1,18.3,26.5,2.2,5.8,45.8,18.7,34.0,0.0,0.0,1.4,45.2,1473,69.7,24.8,5.5,0.0,8.5,40.7377889447,-73.8304522613,Queens,NY,11367
9954,36081084000,Queens,Queens,6455,2979,3476,20.2,7.8,13.7,0.4,31.1,3860,57484.0,11146.0,23148.0,3265.0,8.5,13.4,22.9,15.4,31.6,12.2,17.9,37.4,10.3,43.3,3.1,3.9,2.0,49.0,3184,79.9,15.1,5.0,0.0,10.7,40.672211055300004,-73.8114572864,Queens,NY,11436
9970,36081084602,Queens,Queens,1256,732,524,30.7,11.0,13.1,0.0,30.7,785,56167.0,24138.0,16778.0,2965.0,22.7,16.4,22.1,21.5,26.0,1.0,29.4,52.5,1.0,42.2,3.5,0.0,0.8,44.6,493,64.9,18.7,16.4,0.0,14.6,40.6654271357,-73.8304522613,Queens,NY,11417
9987,36081085500,Queens,Queens,6375,2750,3625,17.4,6.7,3.8,0.0,69.7,2450,44422.0,6858.0,24909.0,6559.0,19.8,18.5,25.6,41.0,22.4,0.5,10.5,14.2,10.7,55.0,15.1,3.1,1.9,41.0,3318,86.7,9.2,4.2,0.0,5.0,40.7604020101,-73.824120603,Queens,NY,11354
9986,36081085500,Queens,Queens,6375,2750,3625,17.4,6.7,3.8,0.0,69.7,2450,44422.0,6858.0,24909.0,6559.0,19.8,18.5,25.6,41.0,22.4,0.5,10.5,14.2,10.7,55.0,15.1,3.1,1.9,41.0,3318,86.7,9.2,4.2,0.0,5.0,40.7581407035,-73.824120603,Queens,NY,11355
9993,36081086100,Queens,Queens,2178,1063,1115,17.7,8.5,1.4,0.0,70.8,1271,40610.0,6176.0,23210.0,3890.0,18.9,20.4,26.6,32.3,21.6,8.1,11.4,23.6,14.7,50.5,6.5,3.3,1.4,44.6,1122,85.1,7.8,7.1,0.0,3.9,40.7581407035,-73.8177889447,Queens,NY,11354
9992,36081086100,Queens,Queens,2178,1063,1115,17.7,8.5,1.4,0.0,70.8,1271,40610.0,6176.0,23210.0,3890.0,18.9,20.4,26.6,32.3,21.6,8.1,11.4,23.6,14.7,50.5,6.5,3.3,1.4,44.6,1122,85.1,7.8,7.1,0.0,3.9,40.755879397,-73.8177889447,Queens,NY,11355
10124,36081089200,Queens,Queens,8047,3776,4271,11.1,86.6,0.0,0.0,1.7,6519,85365.0,10399.0,40302.0,4873.0,2.9,2.2,44.2,11.8,28.5,6.0,9.5,63.3,9.2,24.2,0.5,1.1,1.7,37.2,4076,74.7,16.6,8.7,0.0,7.1,40.6654271357,-73.8431155779,Queens,NY,11417
10624,36081094500,Queens,Queens,4127,2223,1904,27.8,51.2,0.8,0.0,19.7,2855,72243.0,23883.0,37025.0,7454.0,12.8,16.6,37.5,15.5,26.7,12.2,8.0,58.5,18.2,19.5,2.6,0.0,1.2,36.7,1765,81.6,12.2,6.2,0.0,6.8,40.7830150754,-73.8272864322,Queens,NY,11354
10826,36081099100,Queens,Queens,6234,2758,3476,13.6,70.3,0.0,0.0,12.4,4748,88793.0,19076.0,45470.0,5641.0,4.0,1.6,57.8,5.1,30.3,4.0,2.7,60.8,13.8,21.7,0.7,1.1,1.8,44.0,2841,78.0,17.7,4.2,0.0,6.1,40.7875376884,-73.7924623116,Queens,NY,11360
11012,36081100801,Queens,Queens,2277,1061,1216,17.3,45.7,33.7,0.0,0.6,1398,75800.0,24686.0,24789.0,5867.0,21.5,29.9,51.7,17.4,19.1,1.5,10.2,67.4,11.2,9.1,1.9,4.0,6.4,39.7,843,75.7,19.0,2.4,3.0,9.4,40.6134170854,-73.7639698492,Queens,NY,11096
11033,36081101001,Queens,Queens,11028,5406,5622,39.0,24.6,29.9,0.0,5.4,6785,24703.0,7002.0,15843.0,2020.0,30.0,36.6,29.7,26.8,26.6,7.8,9.1,29.6,6.6,37.1,21.9,3.9,0.8,39.1,3691,75.2,15.1,9.7,0.0,9.2,40.5930653266,-73.7449748744,Queens,NY,11509
11057,36081101700,Queens,Queens,6078,2722,3356,10.7,67.5,0.5,0.0,18.9,4707,69891.0,19160.0,33533.0,3143.0,5.8,3.3,36.0,10.1,30.2,12.3,11.4,68.7,3.1,25.1,1.3,0.7,1.0,39.3,2672,72.7,24.7,2.7,0.0,11.4,40.7762311558,-73.801959799,Queens,NY,11354
11083,36081103201,Queens,Queens,7161,2931,4230,35.1,0.5,56.7,0.0,6.9,3415,40399.0,9629.0,14370.0,2626.0,30.9,44.6,13.3,45.4,17.5,12.0,11.9,26.4,4.4,56.5,5.6,5.3,1.8,52.4,3051,83.6,9.4,7.0,0.0,12.8,40.6111557789,-73.7513065327,Queens,NY,11096
11561,36081109700,Queens,Queens,1633,809,824,9.1,64.2,0.4,0.0,26.2,1203,100089.0,12805.0,43383.0,4822.0,1.9,4.0,48.4,10.4,28.6,8.0,4.6,62.4,10.0,21.6,1.6,0.0,4.4,38.4,888,83.8,13.0,3.3,0.0,2.4,40.7717085427,-73.7734673367,Queens,NY,11359
11564,36081109900,Queens,Queens,3903,1829,2074,25.6,36.5,0.4,0.0,35.9,2565,76250.0,14168.0,27410.0,3669.0,6.9,11.3,40.9,17.4,27.6,6.2,8.1,57.1,7.2,30.1,2.9,1.1,1.6,40.6,1821,74.8,22.1,3.0,0.0,5.1,40.767185929600004,-73.78296482409999,Queens,NY,11361
11592,36081113300,Queens,Queens,1729,889,840,18.6,53.5,0.0,0.0,24.4,1176,76106.0,12325.0,36460.0,3934.0,4.4,3.1,51.4,4.9,24.7,12.2,6.8,61.5,6.8,27.2,2.2,1.4,0.8,39.0,730,75.1,21.8,3.2,0.0,6.5,40.7649246231,-73.7861306533,Queens,NY,11358
11631,36081116700,Queens,Queens,1990,980,1010,29.8,9.8,1.1,0.8,58.2,805,37356.0,10806.0,16655.0,3086.0,26.6,36.9,24.6,31.7,20.6,13.8,9.3,25.4,18.7,33.9,13.1,4.2,4.7,36.2,956,91.4,3.9,4.7,0.0,4.6,40.7626633166,-73.8146231156,Queens,NY,11354
11632,36081116700,Queens,Queens,1990,980,1010,29.8,9.8,1.1,0.8,58.2,805,37356.0,10806.0,16655.0,3086.0,26.6,36.9,24.6,31.7,20.6,13.8,9.3,25.4,18.7,33.9,13.1,4.2,4.7,36.2,956,91.4,3.9,4.7,0.0,4.6,40.7626633166,-73.8114572864,Queens,NY,11358
11655,36081118700,Queens,Queens,2404,1181,1223,26.2,14.0,0.1,0.0,57.0,1272,42222.0,17638.0,22132.0,2620.0,15.9,27.6,24.7,25.7,29.8,9.1,10.7,24.4,7.1,46.6,13.6,5.4,2.9,39.5,1138,79.8,12.9,6.7,0.6,8.8,40.7604020101,-73.8146231156,Queens,NY,11354
11671,36081120100,Queens,Queens,1617,811,806,11.6,13.0,0.4,0.0,74.5,841,44336.0,7605.0,21045.0,3881.0,13.6,12.9,25.8,29.9,27.0,11.0,6.3,28.6,19.9,40.1,6.1,0.0,5.3,42.3,766,78.2,12.9,8.9,0.0,5.7,40.753618090500005,-73.8146231156,Queens,NY,11355
11672,36081120100,Queens,Queens,1617,811,806,11.6,13.0,0.4,0.0,74.5,841,44336.0,7605.0,21045.0,3881.0,13.6,12.9,25.8,29.9,27.0,11.0,6.3,28.6,19.9,40.1,6.1,0.0,5.3,42.3,766,78.2,12.9,8.9,0.0,5.7,40.753618090500005,-73.8114572864,Queens,NY,11358
11675,36081120300,Queens,Queens,1734,872,862,9.4,20.4,0.0,0.0,68.7,817,60625.0,25838.0,22754.0,4723.0,20.8,31.7,33.3,26.5,15.2,6.5,18.5,38.1,20.7,31.2,6.0,3.1,0.9,45.9,676,88.9,8.4,2.7,0.0,10.5,40.7490954774,-73.8114572864,Queens,NY,11358
