,CensusTract,County_x,Borough,TotalPop,Men,Women,Hispanic,White,Black,Native,Asian,Citizen,Income,IncomeErr,IncomePerCap,IncomePerCapErr,Poverty,ChildPoverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,Employed,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment,Latitude,Longitude,County_y,State,Zipcode
3008,36047018100,Kings,Brooklyn,3424,1566,1858,16.4,48.9,24.6,0.0,7.7,2656,80911.0,3488.0,65326.0,10089.0,8.3,9.7,72.6,8.5,13.1,2.2,3.6,6.8,2.9,71.8,6.4,4.3,7.7,34.6,2039,75.0,16.7,8.3,0.0,9.2,40.688040201,-73.9729145729,Kings,NY,11217
3022,36047018600,Kings,Brooklyn,2072,1062,1010,8.2,59.1,1.4,0.0,29.4,1376,68021.0,5559.0,28256.0,3108.0,6.7,7.9,34.4,22.8,23.8,10.3,8.7,30.2,3.1,53.3,7.6,2.6,3.3,41.6,959,84.0,9.4,6.6,0.0,7.8,40.615678392,-74.0045728643,Kings,NY,11228
3023,36047018700,Kings,Brooklyn,1405,707,698,26.2,38.3,23.4,0.0,8.7,995,89375.0,26560.0,48834.0,11868.0,14.2,15.1,57.3,17.4,20.1,2.8,2.4,8.3,5.2,63.2,5.9,8.0,9.4,37.7,786,79.5,13.5,7.0,0.0,7.5,40.694824120599996,-73.9697487437,Kings,NY,11205
3028,36047019000,Kings,Brooklyn,5134,2534,2600,25.8,30.8,1.0,0.0,42.2,2359,45132.0,5849.0,18406.0,2193.0,23.8,38.7,20.3,29.5,23.2,12.9,14.0,18.2,10.0,57.8,9.0,1.3,3.7,48.5,2160,82.0,12.8,5.2,0.0,17.6,40.622462311599996,-73.998241206,Kings,NY,11204
3034,36047019300,Kings,Brooklyn,5761,2310,3451,10.4,31.7,47.9,0.0,7.7,4481,54369.0,8046.0,27736.0,3136.0,15.9,24.5,53.5,16.1,20.1,1.7,8.6,14.2,2.4,58.7,13.8,6.9,3.9,33.6,2190,71.2,25.3,3.5,0.0,13.0,40.6903015075,-73.9634170854,Kings,NY,11238
3057,36047020200,Kings,Brooklyn,2131,1026,1105,5.1,63.8,0.0,0.0,31.2,1390,95152.0,40038.0,32107.0,4497.0,4.8,10.4,43.1,17.8,19.2,2.8,17.1,46.2,11.4,38.6,1.8,0.0,2.0,42.6,796,76.6,19.5,3.9,0.0,13.2,40.622462311599996,-74.0109045226,Kings,NY,11228
3091,36047021700,Kings,Brooklyn,3904,1747,2157,11.8,25.8,49.6,0.0,9.0,2423,54595.0,10001.0,28820.0,3426.0,15.4,15.2,48.4,23.0,18.6,4.3,5.8,11.0,1.2,75.3,6.4,2.6,3.4,37.9,2010,80.6,15.8,3.6,0.0,10.1,40.672211055300004,-73.9602512563,Kings,NY,11238
3095,36047021900,Kings,Brooklyn,3617,1653,1964,9.7,22.4,60.2,0.0,5.4,2702,55758.0,7651.0,27150.0,3087.0,21.0,28.2,48.0,20.7,23.7,3.1,4.5,10.0,3.1,78.5,4.3,1.9,2.2,39.7,2052,79.4,15.4,5.2,0.0,8.3,40.672211055300004,-73.953919598,Kings,NY,11216
3094,36047021900,Kings,Brooklyn,3617,1653,1964,9.7,22.4,60.2,0.0,5.4,2702,55758.0,7651.0,27150.0,3087.0,21.0,28.2,48.0,20.7,23.7,3.1,4.5,10.0,3.1,78.5,4.3,1.9,2.2,39.7,2052,79.4,15.4,5.2,0.0,8.3,40.672211055300004,-73.9570854271,Kings,NY,11238
3105,36047022400,Kings,Brooklyn,5981,3197,2784,22.1,67.4,0.1,0.0,10.4,2229,37271.0,6327.0,11938.0,1625.0,42.5,50.9,32.1,21.4,28.3,5.3,12.9,20.6,5.1,40.1,26.7,0.4,7.1,38.7,2058,85.0,4.4,10.0,0.6,2.3,40.6405527638,-73.98874371859999,Kings,NY,11218
3111,36047022700,Kings,Brooklyn,3725,1910,1815,13.1,21.0,56.3,0.0,5.4,2733,53363.0,8368.0,31944.0,6324.0,14.2,12.2,45.5,25.1,22.6,2.5,4.4,8.3,1.7,72.3,2.7,3.9,11.2,38.1,1997,68.8,18.7,12.5,0.0,12.3,40.681256281399996,-73.953919598,Kings,NY,11216
3116,36047023000,Kings,Brooklyn,3832,1892,1940,21.8,71.8,1.5,0.0,3.2,1739,31102.0,7078.0,13237.0,2334.0,38.0,47.5,24.1,31.2,23.4,11.6,9.7,19.3,6.7,39.0,25.1,1.9,8.0,34.4,1521,87.4,4.2,8.4,0.0,6.7,40.636030150799996,-73.98241206029999,Kings,NY,11218
3122,36047023200,Kings,Brooklyn,5753,2970,2783,13.6,82.2,0.0,0.0,4.1,2799,33801.0,3440.0,10952.0,1757.0,44.3,57.5,32.1,11.4,39.5,11.6,5.4,17.3,8.5,24.9,44.3,0.6,4.3,33.8,1894,92.7,2.8,4.5,0.0,6.9,40.6382914573,-73.98557788939999,Kings,NY,11218
3129,36047023500,Kings,Brooklyn,4015,1775,2240,23.6,51.6,17.1,0.0,5.8,2051,45406.0,9075.0,21422.0,4317.0,48.4,68.9,48.0,15.9,25.0,5.5,5.7,12.6,4.1,55.3,16.8,4.8,6.4,35.4,1741,74.5,14.0,11.5,0.0,6.6,40.6925628141,-73.9570854271,Kings,NY,11205
3140,36047024100,Kings,Brooklyn,2375,1101,1274,24.2,48.6,21.3,0.0,5.2,1765,60815.0,12400.0,29216.0,4690.0,23.4,45.3,53.5,14.1,25.4,4.1,3.0,13.0,1.8,52.7,13.4,11.4,7.7,35.9,1152,81.2,10.0,8.9,0.0,5.8,40.694824120599996,-73.953919598,Kings,NY,11206
3143,36047024200,Kings,Brooklyn,3052,1612,1440,4.8,87.3,0.2,0.0,7.7,1617,38333.0,11956.0,17246.0,3132.0,33.4,46.7,30.9,16.2,37.9,7.8,7.2,26.1,13.2,35.1,18.0,2.5,5.1,35.1,1034,80.6,6.0,12.5,1.0,5.0,40.6269849246,-73.99507537689999,Kings,NY,11219
3153,36047024600,Kings,Brooklyn,3195,1599,1596,6.7,61.6,0.0,0.0,30.9,2045,45417.0,10349.0,20472.0,3425.0,25.5,34.4,28.4,22.7,31.1,5.7,12.0,30.8,8.7,49.8,8.9,0.0,1.8,37.0,1312,83.2,10.8,5.4,0.5,8.3,40.6179396985,-73.98241206029999,Kings,NY,11204
3154,36047024600,Kings,Brooklyn,3195,1599,1596,6.7,61.6,0.0,0.0,30.9,2045,45417.0,10349.0,20472.0,3425.0,25.5,34.4,28.4,22.7,31.1,5.7,12.0,30.8,8.7,49.8,8.9,0.0,1.8,37.0,1312,83.2,10.8,5.4,0.5,8.3,40.6179396985,-73.9792462312,Kings,NY,11230
3166,36047025100,Kings,Brooklyn,3522,1675,1847,11.4,8.7,70.6,3.4,3.6,2460,27125.0,11145.0,22079.0,6685.0,36.0,44.2,28.9,34.9,24.4,7.6,4.1,13.5,0.0,74.1,3.5,8.9,0.0,41.9,1285,76.9,22.6,0.5,0.0,23.3,40.688040201,-73.9507537688,Kings,NY,11216
3170,36047025300,Kings,Brooklyn,2540,1250,1290,19.4,29.7,44.6,0.0,5.4,1921,43491.0,20986.0,30245.0,4436.0,25.9,34.1,47.0,13.5,32.9,3.1,3.5,12.1,0.9,70.9,7.1,3.4,5.5,39.6,1361,79.1,16.2,4.8,0.0,11.5,40.6903015075,-73.9507537688,Kings,NY,11216
3188,36047025902,Kings,Brooklyn,3737,1621,2116,42.7,0.0,54.1,0.0,1.6,1969,16140.0,4738.0,6876.0,2163.0,68.9,80.0,13.0,58.3,14.0,1.8,13.0,7.7,1.6,75.9,9.6,1.5,3.6,47.3,623,73.4,24.7,1.9,0.0,48.2,40.6970854271,-73.9444221106,Kings,NY,11206
3197,36047026300,Kings,Brooklyn,2002,879,1123,13.2,11.4,72.7,0.0,1.2,1507,39861.0,16116.0,23964.0,4032.0,22.9,24.7,34.4,32.7,18.5,7.3,7.2,15.1,5.0,63.5,6.0,5.7,4.7,41.3,921,73.9,23.6,2.5,0.0,11.1,40.6903015075,-73.9444221106,Kings,NY,11206
3196,36047026300,Kings,Brooklyn,2002,879,1123,13.2,11.4,72.7,0.0,1.2,1507,39861.0,16116.0,23964.0,4032.0,22.9,24.7,34.4,32.7,18.5,7.3,7.2,15.1,5.0,63.5,6.0,5.7,4.7,41.3,921,73.9,23.6,2.5,0.0,11.1,40.6903015075,-73.9475879397,Kings,NY,11216
3213,36047027000,Kings,Brooklyn,2539,1101,1438,6.0,67.5,0.7,0.0,25.8,1602,50490.0,16745.0,22674.0,4092.0,15.5,17.0,34.5,23.4,24.4,9.6,8.1,26.3,7.7,52.9,7.4,1.2,4.4,50.1,1102,78.8,16.4,4.8,0.0,8.2,40.6066331658,-73.9919095477,Kings,NY,11204
3212,36047027000,Kings,Brooklyn,2539,1101,1438,6.0,67.5,0.7,0.0,25.8,1602,50490.0,16745.0,22674.0,4092.0,15.5,17.0,34.5,23.4,24.4,9.6,8.1,26.3,7.7,52.9,7.4,1.2,4.4,50.1,1102,78.8,16.4,4.8,0.0,8.2,40.604371859299995,-73.98874371859999,Kings,NY,11223
3216,36047027100,Kings,Brooklyn,2502,1306,1196,5.4,6.6,79.8,1.9,5.1,1689,37104.0,8010.0,22852.0,2887.0,23.7,45.7,35.5,25.8,29.2,3.7,5.7,13.0,2.1,69.9,3.2,6.2,5.6,42.4,1238,70.4,24.4,5.2,0.0,10.7,40.6789949749,-73.9349246231,Kings,NY,11213
3217,36047027100,Kings,Brooklyn,2502,1306,1196,5.4,6.6,79.8,1.9,5.1,1689,37104.0,8010.0,22852.0,2887.0,23.7,45.7,35.5,25.8,29.2,3.7,5.7,13.0,2.1,69.9,3.2,6.2,5.6,42.4,1238,70.4,24.4,5.2,0.0,10.7,40.6789949749,-73.93175879399999,Kings,NY,11233
3218,36047027200,Kings,Brooklyn,3692,1909,1783,16.7,49.8,0.0,1.0,31.8,1786,50982.0,12322.0,22037.0,3168.0,18.4,25.2,36.9,25.3,21.8,8.7,7.3,21.1,4.1,65.8,7.2,0.0,1.8,46.2,1674,81.0,14.5,4.5,0.0,9.5,40.608894472399996,-73.9919095477,Kings,NY,11204
3219,36047027300,Kings,Brooklyn,2649,1272,1377,3.3,7.1,86.9,0.0,1.8,1780,34297.0,6892.0,25337.0,4188.0,29.0,37.5,32.9,25.9,28.6,9.8,2.7,19.5,3.2,63.5,7.0,5.3,1.5,38.5,1060,84.7,15.3,0.0,0.0,9.6,40.681256281399996,-73.93809045229999,Kings,NY,11216
3220,36047027300,Kings,Brooklyn,2649,1272,1377,3.3,7.1,86.9,0.0,1.8,1780,34297.0,6892.0,25337.0,4188.0,29.0,37.5,32.9,25.9,28.6,9.8,2.7,19.5,3.2,63.5,7.0,5.3,1.5,38.5,1060,84.7,15.3,0.0,0.0,9.6,40.681256281399996,-73.9349246231,Kings,NY,11221
3224,36047027500,Kings,Brooklyn,4346,2061,2285,13.3,11.4,67.1,0.0,3.9,2820,55990.0,11683.0,28576.0,4859.0,25.1,33.2,40.6,25.0,20.5,5.7,8.2,23.3,0.0,59.6,5.1,1.7,10.3,42.3,1981,63.4,21.9,14.7,0.0,16.6,40.6835175879,-73.93809045229999,Kings,NY,11221
3225,36047027600,Kings,Brooklyn,4325,2315,2010,30.1,31.1,0.0,0.0,38.3,1930,46194.0,12781.0,19841.0,3116.0,26.5,27.5,24.5,27.6,24.5,11.1,12.2,12.7,4.9,64.8,11.9,0.4,5.3,46.9,2001,88.5,4.7,6.8,0.0,9.9,40.6111557789,-73.998241206,Kings,NY,11204
3226,36047027700,Kings,Brooklyn,4975,2429,2546,8.7,4.7,85.6,0.0,0.0,3176,37875.0,9635.0,16850.0,2887.0,37.9,54.7,32.2,29.3,21.6,6.6,10.3,15.4,1.3,77.3,1.6,0.9,3.5,44.2,1654,77.0,15.5,7.5,0.0,22.2,40.6857788945,-73.9412562814,Kings,NY,11216
3238,36047028100,Kings,Brooklyn,4882,2130,2752,36.4,6.6,52.6,0.2,2.6,2805,25082.0,9360.0,12889.0,2208.0,52.7,68.8,28.5,34.6,22.2,3.8,10.8,8.7,0.0,85.0,2.6,3.3,0.5,46.3,1560,70.4,22.4,7.1,0.0,19.3,40.6925628141,-73.9412562814,Kings,NY,11206
3239,36047028100,Kings,Brooklyn,4882,2130,2752,36.4,6.6,52.6,0.2,2.6,2805,25082.0,9360.0,12889.0,2208.0,52.7,68.8,28.5,34.6,22.2,3.8,10.8,8.7,0.0,85.0,2.6,3.3,0.5,46.3,1560,70.4,22.4,7.1,0.0,19.3,40.6925628141,-73.93809045229999,Kings,NY,11221
3247,36047028501,Kings,Brooklyn,293,205,88,36.9,56.0,7.2,0.0,0.0,262,84861.0,21924.0,36546.0,11232.0,12.4,0.0,51.3,13.2,26.4,9.1,0.0,0.0,0.0,81.8,4.2,14.1,0.0,41.6,197,96.4,0.0,3.6,0.0,10.9,40.6993467337,-73.9412562814,Kings,NY,11206
3283,36047029700,Kings,Brooklyn,3969,1862,2107,6.0,7.0,77.0,0.0,3.6,3007,50260.0,10330.0,28085.0,4648.0,32.2,53.6,45.5,27.9,17.0,2.4,7.2,20.3,2.9,59.9,5.6,3.4,7.9,39.9,1687,71.7,23.2,4.4,0.7,19.3,40.681256281399996,-73.93175879399999,Kings,NY,11221
3291,36047030000,Kings,Brooklyn,4048,1871,2177,13.1,32.3,0.0,0.0,54.6,2069,64615.0,14906.0,25392.0,4816.0,15.0,16.8,29.8,18.6,23.9,9.1,18.6,27.5,3.0,60.1,7.6,1.8,0.0,44.7,1874,84.4,11.1,4.5,0.0,5.3,40.5998492462,-73.9919095477,Kings,NY,11214
3296,36047030200,Kings,Brooklyn,4355,2249,2106,8.1,29.5,0.6,0.0,61.1,2662,60370.0,15348.0,25458.0,3876.0,15.8,16.8,37.4,25.1,15.4,6.2,15.8,21.3,8.3,62.2,4.8,1.3,2.1,47.5,1873,84.9,12.5,2.1,0.5,11.9,40.5953266332,-73.98874371859999,Kings,NY,11223
3294,36047030200,Kings,Brooklyn,4355,2249,2106,8.1,29.5,0.6,0.0,61.1,2662,60370.0,15348.0,25458.0,3876.0,15.8,16.8,37.4,25.1,15.4,6.2,15.8,21.3,8.3,62.2,4.8,1.3,2.1,47.5,1873,84.9,12.5,2.1,0.5,11.9,40.5930653266,-73.98874371859999,Kings,NY,11224
3337,36047030800,Kings,Brooklyn,1898,949,949,17.5,67.4,1.2,0.0,12.4,1279,50189.0,15307.0,25006.0,3359.0,17.9,26.3,27.6,21.4,20.5,10.6,19.9,25.4,6.0,64.0,4.7,0.0,0.0,56.4,926,80.0,15.8,4.2,0.0,7.2,40.5885427136,-73.976080402,Kings,NY,11223
3343,36047031300,Kings,Brooklyn,4242,2044,2198,8.6,5.7,83.0,0.0,0.7,2882,34817.0,7142.0,26973.0,5523.0,26.7,36.0,36.7,23.8,19.2,10.2,10.1,20.0,0.6,64.1,3.1,2.1,10.2,43.8,1783,60.5,30.3,8.1,1.0,8.2,40.6767336683,-73.9444221106,Kings,NY,11216
3366,36047031702,Kings,Brooklyn,3857,1692,2165,17.8,17.9,57.3,0.0,3.6,2718,53111.0,10450.0,27904.0,3373.0,19.3,25.9,36.5,30.8,22.6,6.1,4.0,9.3,1.6,76.5,4.0,4.2,4.3,42.8,2166,78.6,16.3,5.1,0.0,11.9,40.672211055300004,-73.9507537688,Kings,NY,11216
3368,36047031900,Kings,Brooklyn,3782,1895,1887,8.2,22.3,68.8,0.0,0.2,2091,40744.0,7181.0,18929.0,3843.0,29.5,53.2,34.1,18.6,29.6,8.5,9.2,15.2,1.9,69.5,11.2,0.0,2.2,35.9,1409,73.9,18.3,7.8,0.0,19.5,40.6654271357,-73.9507537688,Kings,NY,11225
3369,36047032100,Kings,Brooklyn,5897,2777,3120,12.1,12.4,68.3,0.0,2.6,3349,41094.0,6657.0,23368.0,6945.0,23.4,18.4,30.3,33.2,24.4,3.9,8.3,8.8,0.3,82.5,4.0,3.0,1.5,39.0,2669,83.7,12.6,3.7,0.0,12.5,40.667688442199996,-73.9507537688,Kings,NY,11213
3372,36047032300,Kings,Brooklyn,3835,1681,2154,13.6,10.0,67.0,0.0,2.3,2478,53851.0,7673.0,26225.0,4034.0,16.0,19.6,38.8,28.9,21.4,3.2,7.7,12.7,3.8,67.8,10.7,0.5,4.4,40.3,1923,68.5,25.5,6.0,0.0,16.5,40.6699497487,-73.953919598,Kings,NY,11216
3387,36047032900,Kings,Brooklyn,5783,2581,3202,14.1,25.7,57.8,0.0,0.0,3443,47578.0,23692.0,22164.0,3774.0,19.7,12.9,34.8,26.5,14.8,13.8,10.2,24.7,6.4,59.6,5.8,0.0,3.5,52.1,2290,86.4,10.5,3.1,0.0,23.0,40.663165829099995,-73.9507537688,Kings,NY,11225
3436,36047033900,Kings,Brooklyn,4495,2227,2268,7.5,16.6,69.6,0.0,2.6,2553,34231.0,8860.0,19445.0,2263.0,32.4,46.6,35.2,27.8,21.5,6.7,8.7,10.5,6.1,72.9,7.8,0.7,2.0,40.5,1925,74.4,15.8,9.3,0.5,9.9,40.672211055300004,-73.9444221106,Kings,NY,11213
3441,36047034100,Kings,Brooklyn,2803,1443,1360,10.1,10.4,73.3,0.0,0.0,1898,50417.0,7767.0,24829.0,3885.0,17.6,32.8,37.1,16.4,31.8,6.2,8.6,19.6,2.3,68.2,4.8,4.0,1.0,40.1,1398,69.4,18.8,10.4,1.4,5.0,40.6744723618,-73.9444221106,Kings,NY,11213
3451,36047034700,Kings,Brooklyn,3326,1573,1753,14.9,1.3,83.6,0.0,0.3,2122,29114.0,21218.0,19061.0,3632.0,35.3,44.8,20.0,40.0,22.8,7.6,9.6,9.3,5.6,73.6,5.1,0.9,5.6,42.3,1402,64.6,29.6,5.1,0.7,12.9,40.672211055300004,-73.92859296479999,Kings,NY,11213
3452,36047034700,Kings,Brooklyn,3326,1573,1753,14.9,1.3,83.6,0.0,0.3,2122,29114.0,21218.0,19061.0,3632.0,35.3,44.8,20.0,40.0,22.8,7.6,9.6,9.3,5.6,73.6,5.1,0.9,5.6,42.3,1402,64.6,29.6,5.1,0.7,12.9,40.672211055300004,-73.92542713569999,Kings,NY,11233
3466,36047035000,Kings,Brooklyn,2806,1083,1723,0.6,96.6,0.0,0.0,1.6,2340,30889.0,11175.0,20496.0,2282.0,21.9,17.5,27.0,31.9,23.3,8.0,9.8,23.4,5.7,51.2,14.5,5.2,0.0,36.7,1272,80.0,15.6,4.4,0.0,12.9,40.5772361809,-73.9792462312,Kings,NY,11224
3515,36047035601,Kings,Brooklyn,2592,1284,1308,0.4,98.8,0.7,0.0,0.0,2366,35954.0,17123.0,27909.0,5090.0,17.4,0.0,45.5,23.0,12.7,4.6,14.3,35.3,3.1,55.2,6.3,0.0,0.0,36.4,1002,77.7,20.7,1.6,0.0,12.1,40.581758794,-73.9697487437,Kings,NY,11235
3520,36047035900,Kings,Brooklyn,5213,2236,2977,10.4,0.2,88.6,0.0,0.6,3233,30898.0,6354.0,16884.0,2603.0,46.4,58.2,22.2,46.8,14.0,7.2,9.7,20.9,3.7,64.5,5.0,2.0,3.9,45.5,1965,84.0,13.9,2.1,0.0,18.4,40.6699497487,-73.92542713569999,Kings,NY,11212
3523,36047036002,Kings,Brooklyn,3975,1582,2393,6.3,86.2,0.4,0.0,4.1,2235,18738.0,7454.0,18616.0,4124.0,39.4,33.3,31.1,38.6,14.5,2.1,13.7,13.5,0.8,58.8,17.2,2.2,7.5,50.3,1496,93.3,3.5,3.2,0.0,12.0,40.5772361809,-73.9602512563,Kings,NY,11235
3537,36047036501,Kings,Brooklyn,2677,1247,1430,8.8,4.5,86.5,0.0,0.0,1677,39019.0,3833.0,19021.0,2888.0,19.7,32.0,18.7,40.6,22.3,5.7,12.8,14.8,3.2,67.0,5.9,1.5,7.7,44.9,1150,64.6,33.4,2.0,0.0,14.1,40.6744723618,-73.9127638191,Kings,NY,11233
3551,36047037000,Kings,Brooklyn,4074,1945,2129,4.8,64.8,0.0,1.2,24.8,2740,66836.0,8564.0,35190.0,5213.0,12.6,15.6,45.9,11.5,23.5,10.8,8.3,38.4,7.5,45.8,5.9,0.0,2.3,43.8,1947,77.6,19.1,3.4,0.0,4.5,40.586281407,-73.9634170854,Kings,NY,11235
3565,36047037402,Kings,Brooklyn,4668,1974,2694,11.1,69.3,4.8,0.0,13.9,2827,30449.0,7255.0,23674.0,5879.0,21.7,21.2,27.4,18.6,18.9,15.5,19.6,23.2,2.7,53.9,18.3,0.0,1.9,47.3,1894,69.9,23.0,7.1,0.0,8.6,40.584020100500005,-73.9729145729,Kings,NY,11224
3566,36047037402,Kings,Brooklyn,4668,1974,2694,11.1,69.3,4.8,0.0,13.9,2827,30449.0,7255.0,23674.0,5879.0,21.7,21.2,27.4,18.6,18.9,15.5,19.6,23.2,2.7,53.9,18.3,0.0,1.9,47.3,1894,69.9,23.0,7.1,0.0,8.6,40.584020100500005,-73.9697487437,Kings,NY,11235
3571,36047037500,Kings,Brooklyn,3129,1468,1661,17.6,17.0,56.1,0.0,7.5,2000,45573.0,7523.0,21435.0,3410.0,25.2,27.0,38.5,24.6,18.2,10.4,8.3,15.5,2.5,65.7,6.0,1.4,9.1,47.9,1469,78.1,19.9,2.0,0.0,15.3,40.688040201,-73.92226130649999,Kings,NY,11221
3570,36047037500,Kings,Brooklyn,3129,1468,1661,17.6,17.0,56.1,0.0,7.5,2000,45573.0,7523.0,21435.0,3410.0,25.2,27.0,38.5,24.6,18.2,10.4,8.3,15.5,2.5,65.7,6.0,1.4,9.1,47.9,1469,78.1,19.9,2.0,0.0,15.3,40.6857788945,-73.92226130649999,Kings,NY,11233
3581,36047038200,Kings,Brooklyn,5786,2429,3357,24.8,9.1,41.2,0.0,22.0,3859,17308.0,5565.0,11590.0,1565.0,42.8,54.4,25.0,35.1,23.4,6.6,9.9,15.2,6.2,68.0,9.6,1.1,0.0,52.1,2039,80.8,12.0,7.2,0.0,17.2,40.5908040201,-73.98241206029999,Kings,NY,11224
3586,36047038300,Kings,Brooklyn,4655,2004,2651,12.2,2.0,83.1,0.0,0.0,2862,48712.0,16204.0,24634.0,3049.0,15.4,14.6,29.6,28.9,28.8,5.4,7.4,15.7,0.9,72.9,5.7,2.2,2.5,42.9,1993,75.5,16.5,8.0,0.0,9.2,40.6835175879,-73.92542713569999,Kings,NY,11233
3611,36047039300,Kings,Brooklyn,3444,1705,1739,57.2,18.8,23.1,0.0,0.2,2249,52244.0,14708.0,25089.0,4068.0,24.8,32.5,43.2,19.4,26.7,3.8,6.8,15.1,3.9,69.5,6.4,4.2,0.9,42.1,1709,77.4,18.2,4.4,0.0,14.4,40.6970854271,-73.93175879399999,Kings,NY,11206
3610,36047039300,Kings,Brooklyn,3444,1705,1739,57.2,18.8,23.1,0.0,0.2,2249,52244.0,14708.0,25089.0,4068.0,24.8,32.5,43.2,19.4,26.7,3.8,6.8,15.1,3.9,69.5,6.4,4.2,0.9,42.1,1709,77.4,18.2,4.4,0.0,14.4,40.694824120599996,-73.92859296479999,Kings,NY,11221
3622,36047039700,Kings,Brooklyn,3261,1550,1711,33.3,14.6,48.6,1.5,1.7,2203,38266.0,6612.0,19586.0,3711.0,32.7,40.9,31.2,31.8,22.4,5.4,9.2,16.7,1.8,71.2,2.7,1.2,6.4,44.8,1439,68.7,19.0,12.2,0.0,19.6,40.6903015075,-73.92226130649999,Kings,NY,11221
3626,36047039900,Kings,Brooklyn,3384,1485,1899,51.7,6.5,41.2,0.0,0.3,2134,31563.0,11561.0,17538.0,2769.0,32.3,51.6,33.4,30.5,27.7,3.5,5.0,23.7,0.0,64.5,3.9,5.4,2.5,38.5,1410,85.8,10.9,3.3,0.0,17.5,40.6903015075,-73.91909547739999,Kings,NY,11221
3627,36047039900,Kings,Brooklyn,3384,1485,1899,51.7,6.5,41.2,0.0,0.3,2134,31563.0,11561.0,17538.0,2769.0,32.3,51.6,33.4,30.5,27.7,3.5,5.0,23.7,0.0,64.5,3.9,5.4,2.5,38.5,1410,85.8,10.9,3.3,0.0,17.5,40.6903015075,-73.91592964819999,Kings,NY,11237
3643,36047040500,Kings,Brooklyn,1539,772,767,49.8,3.9,41.8,0.0,4.5,1025,40815.0,18342.0,20722.0,4976.0,28.4,38.5,27.2,20.5,32.7,8.3,11.3,14.5,0.0,82.1,2.3,1.0,0.2,47.0,648,76.2,17.3,6.5,0.0,17.0,40.681256281399996,-73.9032663317,Kings,NY,11207
3642,36047040500,Kings,Brooklyn,1539,772,767,49.8,3.9,41.8,0.0,4.5,1025,40815.0,18342.0,20722.0,4976.0,28.4,38.5,27.2,20.5,32.7,8.3,11.3,14.5,0.0,82.1,2.3,1.0,0.2,47.0,648,76.2,17.3,6.5,0.0,17.0,40.681256281399996,-73.9064321608,Kings,NY,11233
3660,36047041100,Kings,Brooklyn,3387,1609,1778,56.1,4.7,35.3,0.3,1.3,1894,35068.0,16481.0,21304.0,7894.0,28.9,36.8,14.5,40.2,27.1,4.3,13.9,20.0,2.3,64.7,7.7,2.7,2.6,44.2,1508,84.4,12.1,3.5,0.0,10.0,40.688040201,-73.9064321608,Kings,NY,11233
3665,36047041300,Kings,Brooklyn,4365,1933,2432,57.5,8.1,29.3,0.0,0.8,2429,38955.0,4814.0,16170.0,2089.0,18.4,18.9,19.2,30.5,30.1,8.4,11.7,16.5,0.0,68.8,8.2,3.3,3.3,42.3,1954,81.9,9.8,8.2,0.0,8.9,40.688040201,-73.90959798989999,Kings,NY,11233
3682,36047041900,Kings,Brooklyn,4030,1996,2034,67.9,11.9,16.1,2.1,1.0,2115,35877.0,5821.0,14628.0,2501.0,32.2,34.9,17.7,33.4,33.4,2.1,13.5,16.8,4.6,62.4,6.3,7.9,2.0,39.0,1652,76.5,14.0,9.4,0.0,20.0,40.694824120599996,-73.92226130649999,Kings,NY,11237
3685,36047042000,Kings,Brooklyn,1894,896,998,4.7,84.5,0.5,0.9,7.1,1051,42969.0,11571.0,21109.0,6788.0,21.5,27.0,45.3,18.3,25.0,3.2,8.2,24.4,7.3,39.0,20.8,3.7,4.7,35.1,600,91.3,5.0,3.7,0.0,7.0,40.6111557789,-73.9634170854,Kings,NY,11230
3693,36047042400,Kings,Brooklyn,3432,1851,1581,12.4,61.0,1.2,0.0,24.7,1973,46570.0,6638.0,25108.0,3898.0,12.0,20.6,34.7,19.1,15.1,17.4,13.7,18.0,3.9,70.6,4.6,1.1,1.8,49.5,1729,85.2,8.5,6.3,0.0,9.3,40.6066331658,-73.976080402,Kings,NY,11223
3694,36047042500,Kings,Brooklyn,2906,1482,1424,67.2,27.2,2.7,0.0,1.9,1745,45642.0,5117.0,22240.0,3775.0,29.4,45.3,41.5,31.9,17.4,3.7,5.5,14.2,6.9,60.1,9.3,3.3,6.2,39.3,1457,85.4,6.7,6.9,1.0,13.3,40.7016080402,-73.93175879399999,Kings,NY,11206
3695,36047042500,Kings,Brooklyn,2906,1482,1424,67.2,27.2,2.7,0.0,1.9,1745,45642.0,5117.0,22240.0,3775.0,29.4,45.3,41.5,31.9,17.4,3.7,5.5,14.2,6.9,60.1,9.3,3.3,6.2,39.3,1457,85.4,6.7,6.9,1.0,13.3,40.7016080402,-73.92859296479999,Kings,NY,11237
3701,36047042800,Kings,Brooklyn,3760,1872,1888,6.1,66.8,0.0,0.0,26.4,2216,52188.0,10039.0,25787.0,3104.0,17.4,20.7,38.8,20.6,18.8,5.0,16.8,23.9,4.6,59.9,7.9,1.2,2.5,42.5,1725,73.3,18.0,8.2,0.5,10.1,40.6066331658,-73.98874371859999,Kings,NY,11204
